retailer,service_station,direction,is_food_retailer,is_restaurant,is_takeaway,is_prepared_food_only,is_coffee_shop
SPAR,Chester Services M56,Directionless,TRUE,NA,NA,TRUE,NA
FoneBiz,Chester Services M56,Directionless,FALSE,NA,NA,NA,NA
M&S,Chieveley Services M4,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Chieveley Services M4,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Chieveley Services M4,Directionless,TRUE,NA,NA,TRUE,NA
M&S,Chieveley Services M4,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Clacket Lane Services M25,Directionless,TRUE,NA,NA,TRUE,NA
FoneBiz,Clacket Lane Services M25,Directionless,FALSE,NA,NA,NA,NA
Cotton Traders,Clacket Lane Services M25,Directionless,FALSE,FALSE,NA,NA,NA
Quicksilver,Cobham Services M25,Directionless,FALSE,NA,NA,NA,NA
Regus Business Lounge,Cobham Services M25,Directionless,FALSE,NA,NA,NA,NA
Children's Play Area,Cobham Services M25,Directionless,FALSE,FALSE,NA,NA,NA
WHSmiths,Cobham Services M25,Directionless,TRUE,NA,NA,TRUE,NA
Retail Shop,Corley Services M6,Directionless,FALSE,NA,NA,NA,NA
WHSmiths,Cullompton Services M5,Directionless,TRUE,NA,NA,TRUE,NA
Gamegrid,Cullompton Services M5,Directionless,FALSE,NA,NA,NA,NA
Retail Shop,Derby South Services Eastbound A50,Directionless,FALSE,NA,NA,NA,NA
WHSmiths,Derby South Services Westbound A50,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Doncaster North Services M18,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Doncaster North Services M18,Directionless,TRUE,NA,NA,TRUE,NA
M&S,Donington Park Services M1,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Donington Park Services M1,Directionless,TRUE,NA,NA,TRUE,NA
FoneBiz,Donington Park Services M1,Directionless,FALSE,NA,NA,NA,NA
Cotton Traders,Donington Park Services M1,Directionless,FALSE,FALSE,NA,NA,NA
WHSmiths,Durham Services A1(M),Directionless,TRUE,NA,NA,TRUE,NA
Showers,Enfield Services M4 Ireland,Directionless,FALSE,NA,NA,NA,NA
Tourist Information,Enfield Services M4 Ireland,Directionless,FALSE,NA,NA,NA,NA
Children's Play Area,Enfield Services M4 Ireland,Directionless,FALSE,FALSE,NA,NA,NA
Game Arcade,Enfield Services M4 Ireland,Directionless,FALSE,NA,NA,NA,NA
Shop,Enfield Services M4 Ireland,Directionless,TRUE,NA,NA,NA,NA
M&S,Ferrybridge Services M62,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Ferrybridge Services M62,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Ferrybridge Services M62,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Fleet Services M3,Directionless,TRUE,NA,NA,TRUE,NA
Waitrose,Fleet Services M3,Directionless,TRUE,NA,NA,TRUE,NA
M&S,Frankley Services M5,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Frankley Services M5,Directionless,TRUE,NA,NA,TRUE,NA
Farm Shop,Gloucester Services Northbound M5,Directionless,TRUE,NA,NA,TRUE,NA
Farm Shop,Gloucester Services Southbound M5,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Gordano Services M5,Directionless,TRUE,NA,NA,TRUE,NA
Waitrose,Gordano Services M5,Directionless,TRUE,NA,NA,TRUE,NA
FoneBiz,Gordano Services M5,Directionless,FALSE,NA,NA,NA,NA
WHSmiths,Grantham North Services A1,Directionless,TRUE,NA,NA,TRUE,NA
Retail Shop,Gretna Green Services M74,Directionless,FALSE,NA,NA,NA,NA
WHSmiths,Gretna Green Services M74,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Hamilton Services M74,Directionless,TRUE,NA,NA,TRUE,NA
Retail Shop,Hartshead Moor Services M62,Directionless,FALSE,NA,NA,NA,NA
WHSmiths,Hartshead Moor Services M62,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Heston Services M4,Directionless,TRUE,NA,NA,TRUE,NA
M&S,Hilton Park Services M6,Directionless,TRUE,NA,NA,TRUE,NA
Ladbrokes,Hilton Park Services M6,Directionless,FALSE,NA,NA,NA,NA
Cotton Traders,Hilton Park Services M6,Directionless,FALSE,FALSE,NA,NA,NA
phonebitz,Hilton Park Services M6,Directionless,FALSE,NA,NA,NA,NA
Waitrose,Hopwood Park Services M42,Directionless,TRUE,NA,NA,TRUE,NA
Westmorland shop,J38 Truckstop M6,Directionless,TRUE,NA,NA,NA,NA
Westmorland shop,J38 Truckstop M6,Directionless,TRUE,NA,NA,NA,NA
Retail Shop,Keele Services M6,Directionless,FALSE,NA,NA,NA,NA
Waitrose,Keele Services M6,Directionless,TRUE,NA,NA,TRUE,NA
FoneBiz,Keele Services M6,Directionless,FALSE,NA,NA,NA,NA
WHSmiths,Killington Lake Services M6,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Killington Lake Services M6,Directionless,TRUE,NA,NA,TRUE,NA
M&S,Kinross Services M90,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Kinross Services M90,Directionless,TRUE,NA,NA,TRUE,NA
Upper Crust,Knutsford Services M6,Directionless,TRUE,NA,TRUE,NA,TRUE
M&S,Knutsford Services M6,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Knutsford Services M6,Directionless,TRUE,NA,NA,TRUE,NA
M&S,Lancaster (Forton) Services M6,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Lancaster (Forton) Services M6,Directionless,TRUE,NA,NA,TRUE,NA
Ladbrokes,Lancaster (Forton) Services M6,Directionless,FALSE,NA,NA,NA,NA
FoneBiz,Lancaster (Forton) Services M6,Directionless,FALSE,NA,NA,NA,NA
SPAR,Leicester (Markfield) Services M1,Directionless,TRUE,NA,NA,TRUE,NA
Retail Shop,Leicester Forest East Services M1,Directionless,FALSE,NA,NA,NA,NA
FoneBiz,Leicester Forest East Services M1,Directionless,FALSE,NA,NA,NA,NA
M&S,Leigh Delamere Services M4,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Leigh Delamere Services M4,Directionless,TRUE,NA,NA,TRUE,NA
FoneBiz,Leigh Delamere Services M4,Directionless,FALSE,NA,NA,NA,NA
Lucky Coin,Leigh Delamere Services M4,Directionless,FALSE,NA,NA,NA,NA
Barber Shop,Leigh Delamere Services M4,Directionless,FALSE,FALSE,NA,NA,NA
FoneBiz,Leigh Delamere Services M4,Directionless,FALSE,NA,NA,NA,NA
Retail Shop,London Gateway Services M1,Directionless,FALSE,NA,NA,NA,NA
WHSmiths,London Gateway Services M1,Directionless,TRUE,NA,NA,TRUE,NA
Showers,Lusk Services M1 Ireland,Directionless,FALSE,NA,NA,NA,NA
Tourist Information,Lusk Services M1 Ireland,Directionless,FALSE,NA,NA,NA,NA
Children's Play Area,Lusk Services M1 Ireland,Directionless,FALSE,FALSE,NA,NA,NA
Game Arcade,Lusk Services M1 Ireland,Directionless,FALSE,NA,NA,NA,NA
Shop,Lusk Services M1 Ireland,Directionless,TRUE,NA,NA,NA,NA
M&S,Lymm Services M6,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Lymm Services M6,Directionless,TRUE,NA,NA,TRUE,NA
Barbers,Lymm Services M6,Directionless,FALSE,FALSE,NA,NA,NA
CB Shack,Lymm Services M6,Directionless,FALSE,FALSE,NA,NA,NA
Truckwash,Lymm Services M6,Directionless,FALSE,NA,NA,NA,NA
WHSmiths,Magor Services M4,Directionless,TRUE,NA,NA,TRUE,NA
Cotton Traders,Magor Services M4,Directionless,FALSE,FALSE,NA,NA,NA
WHSmiths,Maidstone Services M20,Directionless,TRUE,NA,NA,TRUE,NA
Cotton Traders,Maidstone Services M20,Directionless,FALSE,FALSE,NA,NA,NA
WHSmiths,Medway Services M2,Directionless,TRUE,NA,NA,TRUE,NA
Lucky Coin,Medway Services M2,Directionless,FALSE,NA,NA,NA,NA
mobile phone stand,Medway Services M2,Directionless,TRUE,NA,NA,NA,NA
WHSmiths,Membury Services M4,Directionless,TRUE,NA,NA,TRUE,NA
Waitrose,Membury Services M4,Directionless,TRUE,NA,NA,TRUE,NA
FoneBiz,Membury Services M4,Directionless,FALSE,NA,NA,NA,NA
WHSmiths,Michaelwood Services M5,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Newport Pagnell Services M1,Directionless,TRUE,NA,NA,TRUE,NA
Waitrose,Newport Pagnell Services M1,Directionless,TRUE,NA,NA,TRUE,NA
FoneBiz,Newport Pagnell Services M1,Directionless,FALSE,NA,NA,NA,NA
WHSmiths,Newport Pagnell Services M1,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Norton Canes Services M6 Toll,Directionless,TRUE,NA,NA,TRUE,NA
FoneBiz,Norton Canes Services M6 Toll,Directionless,FALSE,NA,NA,NA,NA
Waitrose,Oxford Services M40,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Oxford Services M40,Directionless,TRUE,NA,NA,TRUE,NA
M&S,Pease Pottage Services M23,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Pease Pottage Services M23,Directionless,TRUE,NA,NA,TRUE,NA
McColl's,Peterborough Services A1(M),Directionless,TRUE,NA,NA,TRUE,NA
M&S,Peterborough Services A1(M),Directionless,TRUE,NA,NA,TRUE,NA
Namco,Peterborough Services A1(M),Directionless,FALSE,NA,NA,NA,NA
Vegas,Peterborough Services A1(M),Directionless,FALSE,NA,NA,NA,NA
WHSmiths,Pont Abraham Services M4,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Reading Services M4,Directionless,TRUE,NA,NA,TRUE,NA
M&S,Reading Services M4,Directionless,TRUE,NA,NA,TRUE,NA
Coffee Nation,Reading Services M4,Directionless,TRUE,TRUE,TRUE,NA,TRUE
T2,Reading Services M4,Directionless,FALSE,NA,NA,NA,NA
The Body Shop,Reading Services M4,Directionless,FALSE,NA,NA,NA,NA
Claire's,Reading Services M4,Directionless,FALSE,FALSE,NA,NA,NA
The Sock Shop,Reading Services M4,Directionless,FALSE,NA,NA,NA,NA
Birthdays,Reading Services M4,Directionless,FALSE,FALSE,NA,NA,NA
Halfords,Reading Services M4,Directionless,FALSE,NA,NA,NA,NA
Knickerbox,Reading Services M4,Directionless,FALSE,NA,NA,NA,NA
SPAR,Rivington Services M61,Directionless,TRUE,NA,NA,TRUE,NA
Retail Shop,Sarn Park Services M4,Directionless,FALSE,NA,NA,NA,NA
M&S,Scotch Corner Services A1(M),Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Scotch Corner Services A1(M),Directionless,TRUE,NA,NA,TRUE,NA
Top Gift,Scotch Corner Services A1(M),Directionless,FALSE,NA,NA,NA,NA
Retail Shop,Sedgemoor Services Northbound M5,Directionless,FALSE,NA,NA,NA,NA
Gamezone,Sedgemoor Services Northbound M5,Directionless,FALSE,NA,NA,NA,NA
WHSmiths,Sedgemoor Services Southbound M5,Directionless,TRUE,NA,NA,TRUE,NA
Retail Shop,Sedgemoor Services Southbound M5,Directionless,FALSE,NA,NA,NA,NA
Scoop,Severn View Services M48,Directionless,TRUE,NA,NA,NA,TRUE
WHSmiths,Severn View Services M48,Directionless,TRUE,NA,NA,TRUE,NA
Waitrose,South Mimms Services M25,Directionless,TRUE,NA,NA,TRUE,NA
M&S,Southwaite Services M6,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Southwaite Services M6,Directionless,TRUE,NA,NA,TRUE,NA
M&S,Stafford Services Northbound M6,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Stafford Services Northbound M6,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Stafford Services Northbound M6,Directionless,TRUE,NA,NA,TRUE,NA
Krispy Kreme,Stafford Services Northbound M6,Directionless,TRUE,TRUE,TRUE,NA,TRUE
M&S,Stafford Services Northbound M6,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Stafford Services Southbound M6,Directionless,TRUE,NA,NA,TRUE,NA
FoneBiz,Stafford Services Southbound M6,Directionless,FALSE,NA,NA,NA,NA
Leaf Gifts,Stafford Services Southbound M6,Directionless,FALSE,NA,NA,NA,NA
WHSmiths,Stirling Services M9,Directionless,TRUE,NA,NA,TRUE,NA
Gaming Center,Stirling Services M9,Directionless,FALSE,NA,NA,NA,NA
Tourist Information,Stirling Services M9,Directionless,FALSE,NA,NA,NA,NA
WHSmiths,Stop24 Services (Folkestone) M20,Directionless,TRUE,NA,NA,TRUE,NA
Xchange ( Bureau de Change),Stop24 Services (Folkestone) M20,Directionless,TRUE,NA,NA,NA,NA
WHSmiths,Swansea West M4,Directionless,TRUE,NA,NA,TRUE,NA
M&S,Tamworth Services M42,Directionless,TRUE,NA,NA,TRUE,NA
SPAR,Tamworth Services M42,Directionless,TRUE,NA,NA,TRUE,NA
Ladbrokes,Tamworth Services M42,Directionless,FALSE,NA,NA,NA,NA
WHSmiths,Tamworth Services M42,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Taunton Deane Services M5,Directionless,TRUE,NA,NA,TRUE,NA
Retail Shop,Telford Services M54,Directionless,FALSE,NA,NA,NA,NA
M&S,Thurrock Services M25,Directionless,TRUE,NA,NA,TRUE,NA
Moto Shop,Thurrock Services M25,Directionless,TRUE,NA,NA,NA,NA
WHSmiths,Thurrock Services M25,Directionless,TRUE,NA,NA,TRUE,NA
M&S,Toddington Services M1,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Toddington Services M1,Directionless,TRUE,NA,NA,TRUE,NA
FoneBiz,Toddington Services M1,Directionless,FALSE,NA,NA,NA,NA
Cotton Traders,Toddington Services M1,Directionless,FALSE,FALSE,NA,NA,NA
M&S,Trowell Services M1,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Trowell Services M1,Directionless,TRUE,NA,NA,TRUE,NA
FoneBiz,Trowell Services M1,Directionless,FALSE,NA,NA,NA,NA
Waitrose,Warwick Services Northbound M40,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Warwick Services Northbound M40,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Warwick Services Southbound M40,Directionless,TRUE,NA,NA,TRUE,NA
Waitrose,Warwick Services Southbound M40,Directionless,TRUE,NA,NA,TRUE,NA
BP,Warwick Services Southbound M40,Directionless,TRUE,FALSE,NA,NA,NA
FoneBiz,Warwick Services Southbound M40,Directionless,FALSE,NA,NA,NA,NA
WHSmiths,Washington Services A1(M),Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Washington Services A1(M),Directionless,TRUE,NA,NA,TRUE,NA
M&S,Wetherby Services A1(M),Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Wetherby Services A1(M),Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Winchester Services M3,Directionless,TRUE,NA,NA,TRUE,NA
Full House,Winchester Services M3,Directionless,FALSE,NA,NA,NA,NA
WHSmiths,Woodall Services M1,Directionless,TRUE,NA,NA,TRUE,NA
Phone Bitz,Woodall Services M1,Directionless,FALSE,NA,NA,NA,NA
Waitrose,Woodall Services M1,Directionless,TRUE,NA,NA,TRUE,NA
M&S,Woolley Edge Services M1,Directionless,TRUE,NA,NA,TRUE,NA
WHSmiths,Woolley Edge Services M1,Directionless,TRUE,NA,NA,TRUE,NA
